Date,Value
05/01/2007,463.76278335833325
06/01/2007,461.93817009166656
07/01/2007,459.69887199166664
08/01/2007,457.625447825
09/01/2007,455.8008345583333
10/01/2007,451.9442656083333
11/01/2007,447.9632912083333
12/01/2007,445.86913279999993
01/01/2008,459.84307950000004
02/01/2008,456.93649574999995
03/01/2008,452.221371
04/01/2008,447.91532099999995
05/01/2008,442.98489374999997
06/01/2008,440.12137049999995
07/01/2008,436.00909275
08/01/2008,431.57386125
09/01/2008,427.61229525000005
10/01/2008,424.08133425
11/01/2008,416.54574675
12/01/2008,415.38311325
01/01/2009,417.18865020000004
02/01/2009,417.7464464
03/01/2009,411.99685480000005
04/01/2009,410.23765140000006
05/01/2009,409.95875330000007
06/01/2009,409.80857740000005
07/01/2009,408.54280910000006
08/01/2009,407.92065180000003
