Date,Value
02/01/2006,203.88336073333332
03/01/2006,203.9698435583333
04/01/2006,203.98234224166666
05/01/2006,203.9420239083333
06/01/2006,203.87953049166666
07/01/2006,203.82691506666666
08/01/2006,203.81119091666665
09/01/2006,203.84445354166667
10/01/2006,203.91400266666665
11/01/2006,203.998469575
12/01/2006,204.08092056666666
01/01/2007,209.9868618488333
02/01/2007,210.0814099908333
03/01/2007,210.19689971691665
04/01/2007,210.33498976641664
05/01/2007,210.4919479758333
06/01/2007,210.66010267574998
07/01/2007,210.8297087725833
08/01/2007,210.98728900925
09/01/2007,211.1170853620833
10/01/2007,211.20085169841664
11/01/2007,211.22490341875
12/01/2007,211.1886184958333
01/01/2008,219.22574215499998
02/01/2008,219.1523240025
03/01/2008,219.08407311
04/01/2008,218.980297305
05/01/2008,218.77575993000002
06/01/2008,218.4035019075
07/01/2008,217.82842892999997
08/01/2008,217.04128298999998
09/01/2008,216.06639327
10/01/2008,214.9854455385
11/01/2008,213.8997180915
12/01/2008,212.9009728545
01/01/2009,211.29013268090003
02/01/2009,210.61039365010004
03/01/2009,210.1202195125
04/01/2009,209.80937685320004
05/01/2009,209.66149649910002
06/01/2009,209.66018782340004
07/01/2009,209.78331060770003
08/01/2009,210.009196615
09/01/2009,210.31379624760004
10/01/2009,210.65999460450004
11/01/2009,211.0125003492
12/01/2009,211.34945216140002
01/01/2010,215.14489518599999
02/01/2010,215.4743770465
03/01/2010,215.81539404295
04/01/2010,216.16319256545
05/01/2010,216.50327192325
06/01/2010,216.81707559330002
07/01/2010,217.08748621885002
08/01/2010,217.29782255415
09/01/2010,217.43340946405
10/01/2010,217.48709472815
11/01/2010,217.45900917975
12/01/2010,217.3616910101
01/01/2011,224.088266787
02/01/2011,223.95928666883336
03/01/2011,223.86474473708336
04/01/2011,223.8022791305
05/01/2011,223.76005804891668
06/01/2011,223.73502231966668
07/01/2011,223.74957588375
08/01/2011,223.83426548
09/01/2011,224.0077835531667
10/01/2011,224.25114523758336
11/01/2011,224.52766295516668
12/01/2011,224.79709508900004
01/01/2012,229.683917482
02/01/2012,229.85312819858333
03/01/2012,229.94037388691666
04/01/2012,229.94404738958337
05/01/2012,229.87011814841668
06/01/2012,229.73190261058338
07/01/2012,229.55261272105835
08/01/2012,229.3602818970667
09/01/2012,229.18395376906668
10/01/2012,229.051133688275
11/01/2012,228.9823473508417
12/01/2012,228.98230143205836
01/01/2013,232.3811202405
02/01/2013,232.43740267183335
03/01/2013,232.48292248591667
04/01/2013,232.5230376956667
05/01/2013,232.57473087245833
06/01/2013,232.65055840308335
07/01/2013,232.74150484841667
08/01/2013,232.82567224262502
09/01/2013,232.87524550995835
10/01/2013,232.86411016137498
11/01/2013,232.77868479891666
12/01/2013,232.6327138905
01/01/2014,236.2585041031833
02/01/2014,236.18615753064995
03/01/2014,236.2438738080833
04/01/2014,236.42542677429995
05/01/2014,236.69331742049994
06/01/2014,236.99894381166663
07/01/2014,237.2960477008333
08/01/2014,237.54840845449996
09/01/2014,237.73803412399994
10/01/2014,237.87676151766664
11/01/2014,237.9868438351666
12/01/2014,238.08627302516663
01/01/2015,238.45806336
02/01/2015,238.527272324
03/01/2015,238.562587857
04/01/2015,238.556188398
05/01/2015,238.50214852199997
06/01/2015,238.399046127
07/01/2015,238.25209558699999
08/01/2015,238.07077758199998
09/01/2015,237.867654013
10/01/2015,237.66192325699998
11/01/2015,237.471835623
12/01/2015,237.30876792699996
01/01/2016,240.16125126766664
02/01/2016,240.03548751233328
03/01/2016,239.92023607089996
04/01/2016,239.8204170902833
05/01/2016,239.7447428306333
06/01/2016,239.69798943456664
07/01/2016,239.67182865339998
08/01/2016,239.65250807648331
09/01/2016,239.6270193153833
10/01/2016,239.5887141715833
11/01/2016,239.53596059634995
12/01/2016,239.47151867209996
01/01/2017,244.51391790933337
02/01/2017,244.4515321546667
03/01/2017,244.40922260160005
04/01/2017,244.39934383573336
05/01/2017,244.43388274666668
06/01/2017,244.52239943040001
07/01/2017,244.66663431466668
08/01/2017,244.86295946560003
09/01/2017,245.1004420554667
10/01/2017,245.3556966186667
11/01/2017,245.60082728533337
12/01/2017,245.81188478933336
